;web_page;url_logo;status
0;http://facebook.com;https://static.xx.fbcdn.net/rsrc.php/y8/r/dF5SId3UHWd.svg;1
1;http://twitter.com;https://abs.twimg.com/errors/logo46x38.png;1
2;http://ask.com;error;0
3;http://att.com;error;0
4;http://go.com;https://static-mh.content.disney.io/matterhorn/assets/logos/disney_logo_dark-baa807690db7.png;1
